chip_id,chip_x,chip_y,tile,valid_first,valid_second,valid_third,bad_pct_first,bad_pct_second,bad_pct_third,first_image_date,second_image_date,third_image_date,bad_pct_max,na_count,usage
chip_150_491,-84.47333371737498,41.935887834829664,17TKG,49987.0,50154.0,50041.0,0.0777264030612244,0.0119579081632653,0.0856983418367346,2022/03/20,2022/06/21,2022/09/14,0.0856983418367346,0.0,train
chip_150_493,-84.31134443648705,41.92125030019298,17TKG,49765.0,50138.0,50084.0,0.2371651785714285,0.0358737244897959,0.1713966836734693,2022/03/20,2022/06/21,2022/09/14,0.2371651785714285,0.0,train
chip_150_497,-83.98757148723594,41.89136654688031,17TKG,50165.0,50091.0,50055.0,0.0119579081632653,0.0498246173469387,0.1016422193877551,2022/03/20,2022/06/21,2022/09/14,0.1016422193877551,0.0,train
chip_150_503,-83.5024395053196,41.84502130796525,16TGM,50168.0,50065.0,49948.0,0.0159438775510204,0.0697544642857142,0.1494738520408163,2022/03/20,2022/06/18,2022/09/01,0.1494738520408163,0.0,train
chip_150_605,-75.37403954271578,40.78233060079906,18TVL,50081.0,50140.0,50176.0,0.1116071428571428,0.0478316326530612,0.0,2022/03/16,2022/04/30,2022/09/17,0.1116071428571428,0.0,train
chip_150_607,-75.21729125737362,40.75639182038091,18TVL,49624.0,49942.0,49580.0,0.5480707908163265,0.1434948979591837,0.275031887755102,2022/03/16,2022/04/30,2022/09/17,0.5480707908163265,0.0,train
chip_151_240,-105.01748788511942,42.075690739453165,13TDG,39354.0,49985.0,50134.0,4.912707270408164,0.2710459183673469,0.0438456632653061,2022/05/26,2022/07/20,2022/09/03,4.912707270408164,0.0,train
chip_151_248,-104.36581953544912,42.11958920491283,13TEG,50110.0,50137.0,49898.0,0.0876913265306122,0.0538105867346938,0.4384566326530612,2022/03/27,2022/07/25,2022/09/23,0.4384566326530612,0.0,train
chip_151_265,-102.97847705456527,42.2019649091991,13TFG,50068.0,49562.0,50175.0,0.0896843112244897,0.3985969387755102,0.0019929846938775,2022/03/19,2022/06/27,2022/09/05,0.3985969387755102,0.0,train
chip_151_352,-95.84451314207703,42.38974267067211,14TQN,50088.0,50171.0,50155.0,0.137515943877551,0.0059789540816326,0.0318877551020408,2022/06/18,2022/06/28,2022/08/02,0.137515943877551,0.0,train
chip_151_375,-93.95551477967824,42.37374184575807,15TVG,49958.0,50173.0,50123.0,0.1674107142857142,0.0039859693877551,0.1056281887755102,2022/03/27,2022/06/20,2022/09/08,0.1674107142857142,0.0,train
chip_151_386,-93.05255992881352,42.356380161405816,15TVG,50176.0,49925.0,50050.0,0.0,0.0916772959183673,0.2511160714285714,2022/03/27,2022/06/20,2022/09/08,0.2511160714285714,0.0,train
chip_151_397,-92.1501370962892,42.33274241060701,15TWG,49971.0,50168.0,50105.0,0.1355229591836734,0.0159438775510204,0.1255580357142857,2022/03/27,2022/04/26,2022/06/20,0.1355229591836734,0.0,train
chip_151_408,-91.24840838470897,42.30283555950536,15TXG,50176.0,50173.0,50176.0,0.0,0.0059789540816326,0.0,2022/06/02,2022/06/27,2022/09/30,0.0059789540816326,0.0,train
chip_151_416,-90.59313382909032,42.27715245479437,15TXG,49906.0,49771.0,49750.0,0.1574457908163265,0.1454878826530612,0.217235331632653,2022/06/02,2022/06/27,2022/09/30,0.217235331632653,0.0,train
chip_151_418,-90.4293931383958,42.27021474752156,16TBM,50169.0,49912.0,49426.0,0.0059789540816326,0.1793686224489795,0.3388073979591837,2022/05/13,2022/06/27,2022/08/31,0.3388073979591837,0.0,train
chip_151_421,-90.18384447624172,42.25942075608252,16TBM,50167.0,49845.0,49996.0,0.0119579081632653,0.1275510204081632,0.119579081632653,2022/05/13,2022/06/27,2022/08/31,0.1275510204081632,0.0,train
chip_151_423,-90.0201883521243,42.251966576246105,16TBM,50176.0,50176.0,50176.0,0.0,0.0,0.0,2022/05/13,2022/06/27,2022/08/31,0.0,0.0,train
chip_151_441,-88.54899573801451,42.17559732655448,16TCM,50176.0,50036.0,49884.0,0.0,0.0717474489795918,0.1315369897959183,2022/06/14,2022/07/09,2022/07/14,0.1315369897959183,0.0,train
chip_151_468,-86.34911430806743,42.02982214270248,16TEM,50174.0,50170.0,50110.0,0.0039859693877551,0.0079719387755102,0.0597895408163265,2022/05/07,2022/06/16,2022/07/21,0.0597895408163265,0.0,train
chip_151_469,-86.26782158198635,42.023706211120334,16TEM,50165.0,50174.0,50164.0,0.0139508928571428,0.0039859693877551,0.021922831632653,2022/05/07,2022/06/16,2022/07/21,0.021922831632653,0.0,train
chip_151_472,-86.02402960522716,42.005052048425874,16TEM,50168.0,50067.0,50175.0,0.0079719387755102,0.0637755102040816,0.0019929846938775,2022/05/07,2022/06/16,2022/07/21,0.0637755102040816,0.0,train
chip_151_474,-85.861574604794,41.99236078037664,16TEM,50172.0,50174.0,50166.0,0.0039859693877551,0.0039859693877551,0.0139508928571428,2022/05/07,2022/06/16,2022/07/21,0.0139508928571428,0.0,train
chip_151_477,-85.61800387354818,41.972941438010295,16TFM,49788.0,50011.0,48875.0,0.1415019132653061,0.09765625,0.9725765306122448,2022/04/12,2022/06/16,2022/09/14,0.9725765306122448,0.0,train
chip_151_478,-85.53684389247393,41.96636640062553,16TFM,50105.0,50011.0,50098.0,0.0298947704081632,0.079719387755102,0.0737404336734693,2022/04/12,2022/06/16,2022/09/14,0.079719387755102,0.0,train
chip_151_480,-85.37457000901745,41.9530635335092,16TFM,49907.0,50176.0,49770.0,0.1116071428571428,0.0,0.29296875,2022/04/12,2022/06/16,2022/09/14,0.29296875,0.0,train
chip_151_481,-85.29345633439853,41.946335735011225,16TFM,49904.0,50017.0,50077.0,0.1395089285714285,0.1056281887755102,0.0358737244897959,2022/04/12,2022/06/16,2022/09/14,0.1395089285714285,0.0,train
chip_151_483,-85.13127608778214,41.93272748704028,16TFM,50176.0,50175.0,50168.0,0.0,0.0019929846938775,0.0099649234693877,2022/04/12,2022/06/16,2022/09/14,0.0099649234693877,0.0,train
chip_151_484,-85.05020974273982,41.92584706945632,16TFM,50147.0,50112.0,49761.0,0.0478316326530612,0.0478316326530612,0.3089126275510204,2022/04/12,2022/06/16,2022/09/14,0.3089126275510204,0.0,train
chip_151_486,-84.88812517554902,41.91193372762852,16TFM,50095.0,49984.0,50017.0,0.0318877551020408,0.1016422193877551,0.0577965561224489,2022/04/12,2022/06/16,2022/09/14,0.1016422193877551,0.0,train
chip_151_488,-84.72610552575382,41.89781715223292,16TFM,50176.0,49400.0,50166.0,0.0,0.8749202806122449,0.0119579081632653,2022/04/12,2022/06/16,2022/09/14,0.8749202806122449,0.0,train
chip_151_490,-84.56415169564167,41.88349747515187,16TFM,50176.0,50089.0,50131.0,0.0,0.0478316326530612,0.0538105867346938,2022/04/12,2022/06/16,2022/09/14,0.0538105867346938,0.0,train
chip_151_491,-84.48319974431378,41.87626151516193,17TKG,50174.0,49893.0,50066.0,0.0039859693877551,0.1454878826530612,0.0597895408163265,2022/03/20,2022/06/21,2022/09/14,0.1454878826530612,0.0,train
chip_151_493,-84.32134633055898,41.86163743658298,17TKG,50036.0,49904.0,49804.0,0.1813616071428571,0.1694036989795918,0.2212213010204081,2022/03/20,2022/06/21,2022/09/14,0.2212213010204081,0.0,train
chip_151_494,-84.24044509227735,41.85424935203287,17TKG,50126.0,49710.0,49788.0,0.0498246173469387,0.3288424744897959,0.568000637755102,2022/03/20,2022/06/21,2022/09/14,0.568000637755102,0.0,train
chip_151_495,-84.15956098224741,41.84681059351162,17TKG,50163.0,50121.0,50070.0,0.0119579081632653,0.0358737244897959,0.0677614795918367,2022/03/20,2022/06/21,2022/09/14,0.0677614795918367,0.0,train
chip_151_536,-80.85941947479007,41.49841721821727,17TNF,49582.0,43036.0,50106.0,0.2411511479591837,3.298389668367347,0.0378667091836734,2022/05/11,2022/06/30,2022/07/10,3.298389668367347,0.0,train
chip_151_538,-80.69930971475789,41.47926698906896,17TNF,50016.0,49862.0,50172.0,0.1096141581632653,0.2311862244897959,0.0039859693877551,2022/05/11,2022/06/30,2022/07/10,0.2311862244897959,0.0,train
chip_151_539,-80.61928762185264,41.469617136995694,17TNF,50118.0,49007.0,50173.0,0.0298947704081632,0.7593271683673469,0.0039859693877551,2022/05/11,2022/06/30,2022/07/10,0.7593271683673469,0.0,train
chip_151_592,-76.4121212786731,40.88748315810865,18TUL,49783.0,50176.0,50166.0,0.2232142857142857,0.0,0.0159438775510204,2022/03/04,2022/04/30,2022/09/17,0.2232142857142857,0.0,train
chip_151_604,-75.46966956017265,40.73662051856701,18TVL,50167.0,50140.0,50173.0,0.0079719387755102,0.0418526785714285,0.0059789540816326,2022/03/16,2022/04/30,2022/09/17,0.0418526785714285,0.0,train
chip_152_240,-105.0097467505888,42.01588374465756,13TDG,49283.0,50175.0,50114.0,0.4763233418367347,0.0019929846938775,0.0338807397959183,2022/05/26,2022/07/20,2022/09/03,0.4763233418367347,0.0,train
chip_152_250,-104.19572766553254,42.07019363491147,13TEG,49679.0,49791.0,49914.0,0.1973054846938775,0.177375637755102,0.1016422193877551,2022/03/27,2022/07/25,2022/09/23,0.1973054846938775,0.0,train
chip_152_264,-103.05409882754807,42.13761041981868,13TFG,50176.0,50176.0,50176.0,0.0,0.0,0.0,2022/03/19,2022/06/27,2022/09/05,0.0,0.0,train
chip_152_265,-102.97247187520104,42.14204047939548,13TFG,50118.0,50176.0,50176.0,0.0318877551020408,0.0,0.0,2022/03/19,2022/06/27,2022/09/05,0.0318877551020408,0.0,train
chip_152_344,-96.50122769392172,42.32876728223261,15TTG,49703.0,50170.0,50172.0,0.3667091836734694,0.0119579081632653,0.0079719387755102,2022/05/09,2022/07/18,2022/08/02,0.3667091836734694,0.0,train
chip_152_404,-91.5800342037712,42.25440594555814,15TXG,46337.0,50174.0,50143.0,1.6880580357142858,0.0019929846938775,0.0199298469387755,2022/06/02,2022/06/27,2022/09/30,1.6880580357142858,0.0,train
chip_152_413,-90.84325342655094,42.2271673164175,15TXG,50167.0,50163.0,50172.0,0.0179368622448979,0.0159438775510204,0.0039859693877551,2022/06/02,2022/06/27,2022/09/30,0.0179368622448979,0.0,train
chip_152_416,-90.59779328147272,42.21715773998577,15TXG,50013.0,50061.0,50043.0,0.0896843112244897,0.0817123724489796,0.1275510204081632,2022/06/02,2022/06/27,2022/09/30,0.1275510204081632,0.0,train
chip_152_420,-90.27062585955716,42.20308886875527,16TBM,50078.0,49758.0,50155.0,0.0996492346938775,0.1674107142857142,0.0378667091836734,2022/05/13,2022/06/27,2022/08/31,0.1674107142857142,0.0,train
chip_152_425,-89.86185861183007,42.18434195491221,15TYG,50135.0,50092.0,48795.0,0.0358737244897959,0.119579081632653,1.012436224489796,2022/05/13,2022/06/22,2022/06/27,1.012436224489796,0.0,train
chip_152_433,-89.20831003078337,42.15166679299484,16TCM,50126.0,50166.0,50054.0,0.0478316326530612,0.0159438775510204,0.079719387755102,2022/06/14,2022/07/09,2022/07/14,0.079719387755102,0.0,train
chip_152_468,-86.35739195029939,41.97005761867611,16TEM,49937.0,50162.0,50059.0,0.1076211734693877,0.0239158163265306,0.0837053571428571,2022/05/07,2022/06/16,2022/07/21,0.1076211734693877,0.0,train
chip_152_469,-86.27616797732873,41.9639473424685,16TEM,50175.0,50160.0,50137.0,0.0019929846938775,0.0259088010204081,0.0378667091836734,2022/05/07,2022/06/16,2022/07/21,0.0378667091836734,0.0,train
chip_152_470,-86.194958258077,41.95778604064745,16TEM,50172.0,50170.0,49960.0,0.0079719387755102,0.0079719387755102,0.1434948979591837,2022/05/07,2022/06/16,2022/07/21,0.1434948979591837,0.0,train
chip_152_471,-86.11376290736621,41.95157372771965,16TEM,50175.0,50127.0,50127.0,0.0019929846938775,0.0378667091836734,0.0498246173469387,2022/05/07,2022/06/16,2022/07/21,0.0498246173469387,0.0,train
chip_152_476,-85.70800569192788,41.91974751200062,16TFM,49918.0,50159.0,50035.0,0.1893335459183673,0.021922831632653,0.0837053571428571,2022/04/12,2022/06/16,2022/09/14,0.1893335459183673,0.0,train
chip_152_477,-85.62689895668645,41.91322944329663,16TFM,50017.0,50158.0,48661.0,0.1255580357142857,0.0259088010204081,1.460857780612245,2022/04/12,2022/06/16,2022/09/14,1.460857780612245,0.0,train
chip_152_478,-85.54580739020138,41.90666046813967,16TFM,50018.0,50173.0,49642.0,0.1255580357142857,0.0059789540816326,0.3746811224489796,2022/04/12,2022/06/16,2022/09/14,0.3746811224489796,0.0,train
chip_152_480,-85.3836702185681,41.89336986014172,16TFM,49869.0,50020.0,50157.0,0.1315369897959183,0.079719387755102,0.0199298469387755,2022/04/12,2022/06/16,2022/09/14,0.1315369897959183,0.0,train
chip_152_485,-84.9786006924474,41.85925356799603,16TFM,50171.0,50082.0,50057.0,0.0079719387755102,0.0597895408163265,0.0996492346938775,2022/04/12,2022/06/16,2022/09/14,0.0996492346938775,0.0,train
chip_152_489,-84.65483374811292,41.83104639539711,16TFM,50173.0,49735.0,49898.0,0.0039859693877551,0.2391581632653061,0.1275510204081632,2022/04/12,2022/06/16,2022/09/14,0.2391581632653061,0.0,train
chip_152_490,-84.57393304473858,41.823867774457405,16TFM,50104.0,49129.0,50004.0,0.0378667091836734,0.6078603316326531,0.0737404336734693,2022/04/12,2022/06/16,2022/09/14,0.6078603316326531,0.0,train
chip_152_491,-84.49304897897659,41.81663845561732,17TKG,50170.0,49962.0,50153.0,0.0079719387755102,0.1415019132653061,0.0358737244897959,2022/03/20,2022/06/21,2022/09/14,0.1415019132653061,0.0,train
chip_152_493,-84.33133120820935,41.802027791518135,17TKG,50104.0,50082.0,50091.0,0.0936702806122449,0.0478316326530612,0.1694036989795918,2022/03/20,2022/06/21,2022/09/14,0.1694036989795918,0.0,train
chip_152_494,-84.25049772680455,41.79464648016495,17TKG,49960.0,49993.0,50024.0,0.1016422193877551,0.0697544642857142,0.1136001275510204,2022/03/20,2022/06/21,2022/09/14,0.1136001275510204,0.0,train
chip_152_602,-75.64352706693357,40.70361844318992,18TVL,50059.0,49611.0,49806.0,0.061782525510204,0.3069196428571428,0.1813616071428571,2022/03/16,2022/04/30,2022/09/17,0.3069196428571428,0.0,train
chip_153_152,-112.0897250563743,41.26001810769369,12TVL,50164.0,50069.0,49983.0,0.0239158163265306,0.0438456632653061,0.1016422193877551,2022/03/23,2022/07/11,2022/09/24,0.1016422193877551,0.0,train
chip_153_239,-105.0832809520161,41.95037326683204,13TDG,50176.0,50173.0,50169.0,0.0,0.0059789540816326,0.0079719387755102,2022/05/26,2022/07/20,2022/09/03,0.0079719387755102,0.0,train
chip_153_240,-105.00201885579374,41.95608050535235,13TDG,50174.0,50172.0,50157.0,0.0039859693877551,0.0059789540816326,0.0279017857142857,2022/05/26,2022/07/20,2022/09/03,0.0279017857142857,0.0,train
chip_153_351,-95.9267836639136,42.26961862928804,15TTG,50176.0,50170.0,50171.0,0.0,0.0119579081632653,0.0059789540816326,2022/05/09,2022/07/18,2022/08/02,0.0119579081632653,0.0,train
chip_153_375,-93.9590419875449,42.253575665605545,15TVG,49868.0,50137.0,49599.0,0.1415019132653061,0.0338807397959183,0.4324776785714285,2022/03/27,2022/06/20,2022/09/08,0.4324776785714285,0.0,train
chip_153_405,-91.50202055057908,42.19156363870942,15TXG,50173.0,50139.0,50159.0,0.0039859693877551,0.0298947704081632,0.0259088010204081,2022/06/02,2022/06/27,2022/09/30,0.0298947704081632,0.0,train
chip_153_415,-90.68418676619638,42.1605523660073,15TXG,49959.0,49987.0,49856.0,0.1215720663265306,0.0896843112244897,0.2052774234693877,2022/06/02,2022/06/27,2022/09/30,0.2052774234693877,0.0,train
chip_153_419,-90.35726702208444,42.14670291399344,16TBM,50174.0,50084.0,50163.0,0.0019929846938775,0.0876913265306122,0.0159438775510204,2022/05/13,2022/06/27,2022/08/31,0.0876913265306122,0.0,train
chip_153_420,-90.27555767070892,42.14311163888422,16TBM,50077.0,49957.0,50130.0,0.0498246173469387,0.1733896683673469,0.0418526785714285,2022/05/13,2022/06/27,2022/08/31,0.1733896683673469,0.0,train
chip_153_466,-86.52800831667815,41.922352996725735,16TEM,50102.0,50114.0,50061.0,0.0338807397959183,0.0856983418367346,0.1056281887755102,2022/05/07,2022/06/16,2022/07/21,0.1056281887755102,0.0,train
chip_153_469,-86.28450011893159,41.90419207971021,16TEM,50176.0,50173.0,50174.0,0.0,0.0059789540816326,0.0039859693877551,2022/05/07,2022/06/16,2022/07/21,0.0059789540816326,0.0,train
chip_153_471,-86.12223221595153,41.89182987643238,16TEM,50068.0,50174.0,50151.0,0.0657684948979591,0.0039859693877551,0.0259088010204081,2022/05/07,2022/06/16,2022/07/21,0.0657684948979591,0.0,train
chip_153_472,-86.04111987672906,41.885572340561744,16TEM,50176.0,50176.0,50176.0,0.0,0.0,0.0,2022/05/07,2022/06/16,2022/07/21,0.0,0.0,train
chip_153_473,-85.96002209811172,41.87926386806162,16TEM,50079.0,49910.0,49884.0,0.1255580357142857,0.2391581632653061,0.2830038265306122,2022/05/07,2022/06/16,2022/07/21,0.2830038265306122,0.0,train
chip_153_476,-85.71681726688571,41.860032979155214,16TFM,49870.0,50034.0,50061.0,0.1056281887755102,0.0817123724489796,0.0876913265306122,2022/04/12,2022/06/16,2022/09/14,0.1056281887755102,0.0,train
chip_153_480,-85.39275491833688,41.83367959048804,16TFM,50036.0,50168.0,50145.0,0.0697544642857142,0.0079719387755102,0.0338807397959183,2022/04/12,2022/06/16,2022/09/14,0.0697544642857142,0.0,train
chip_153_484,-85.068940092059,41.80651315920758,16TFM,50176.0,50172.0,50176.0,0.0,0.0079719387755102,0.0,2022/04/12,2022/06/16,2022/09/14,0.0079719387755102,0.0,train
chip_153_485,-84.98802590850846,41.79959463151699,16TFM,50175.0,50016.0,49911.0,0.0019929846938775,0.1793686224489795,0.2052774234693877,2022/04/12,2022/06/16,2022/09/14,0.2052774234693877,0.0,train
chip_153_487,-84.82624575757947,41.785605384537405,16TFM,50176.0,43629.0,50107.0,0.0,3.457828443877551,0.039859693877551,2022/04/12,2022/06/16,2022/09/14,3.457828443877551,0.0,train
chip_153_500,-83.77630001739927,41.68973766780388,16TGM,50134.0,49945.0,49824.0,0.0318877551020408,0.1136001275510204,0.275031887755102,2022/03/20,2022/06/18,2022/09/01,0.275031887755102,0.0,train
chip_153_601,-75.7388776326429,40.65770853280004,18TVL,50033.0,49251.0,49539.0,0.0558035714285714,0.3926179846938775,0.3109056122448979,2022/03/16,2022/04/30,2022/09/17,0.3926179846938775,0.0,train
chip_153_610,-75.03504117180225,40.54150384369216,18TVK,49957.0,47050.0,50176.0,0.1494738520408163,2.016900510204082,0.0,2022/03/16,2022/06/19,2022/08/18,2.016900510204082,0.0,train
chip_154_252,-104.01899022199716,41.96071845278331,13TEG,50176.0,50149.0,50176.0,0.0,0.0298947704081632,0.0,2022/03/27,2022/07/25,2022/09/23,0.0298947704081632,0.0,train
chip_154_253,-103.93763471755796,41.96575568132143,13TEG,50176.0,50144.0,50170.0,0.0,0.0179368622448979,0.0079719387755102,2022/03/27,2022/07/25,2022/09/23,0.0179368622448979,0.0,train
chip_154_254,-103.85626754991084,41.97074168906379,13TEG,49932.0,50168.0,50096.0,0.1175860969387755,0.0119579081632653,0.0418526785714285,2022/03/27,2022/07/25,2022/09/23,0.1175860969387755,0.0,train
chip_154_331,-97.56533750149536,42.20009215450813,14TPM,49269.0,50116.0,50120.0,0.3846460459183674,0.0757334183673469,0.0498246173469387,2022/03/08,2022/07/21,2022/09/29,0.3846460459183674,0.0,train
chip_154_345,-96.41843376050213,42.208872400235386,15TTG,49292.0,50176.0,50176.0,1.1778539540816326,0.0,0.0,2022/05/09,2022/07/18,2022/08/02,1.1778539540816326,0.0,train
chip_154_346,-96.33650344273228,42.20911107098129,15TTG,50176.0,50168.0,50148.0,0.0,0.0139508928571428,0.0478316326530612,2022/05/09,2022/07/18,2022/08/02,0.0478316326530612,0.0,train
chip_154_351,-95.92684678638358,42.209527359292345,15TTG,50176.0,50173.0,50174.0,0.0,0.0059789540816326,0.0019929846938775,2022/05/09,2022/07/18,2022/08/02,0.0059789540816326,0.0,train
chip_154_399,-91.99649927392971,42.14765770230053,15TWG,50168.0,50176.0,50099.0,0.0079719387755102,0.0,0.079719387755102,2022/03/27,2022/04/26,2022/06/20,0.079719387755102,0.0,train
chip_154_402,-91.75116763039324,42.13983392834884,15TWG,50093.0,50105.0,49662.0,0.0458386479591836,0.039859693877551,0.4324776785714285,2022/03/27,2022/04/26,2022/06/20,0.4324776785714285,0.0,train
chip_154_406,-91.42414746488842,42.128679350509465,15TXG,49773.0,50112.0,50069.0,0.2052774234693877,0.0538105867346938,0.0478316326530612,2022/06/02,2022/06/27,2022/09/30,0.2052774234693877,0.0,train
chip_154_408,-91.26067755755096,42.122792376457234,15TXG,49946.0,49928.0,50170.0,0.0876913265306122,0.177375637755102,0.0099649234693877,2022/06/02,2022/06/27,2022/09/30,0.177375637755102,0.0,train
chip_154_412,-90.9338228955961,42.11039934121818,15TXG,50168.0,50167.0,50176.0,0.0079719387755102,0.0179368622448979,0.0,2022/06/02,2022/06/27,2022/09/30,0.0179368622448979,0.0,train
chip_154_418,-90.44376815971992,42.09026297839005,16TBM,50176.0,49897.0,50079.0,0.0,0.1733896683673469,0.1255580357142857,2022/05/13,2022/06/27,2022/08/31,0.1733896683673469,0.0,train
chip_154_421,-90.19885005062524,42.079499201691895,16TBM,50059.0,49729.0,49937.0,0.1215720663265306,0.3089126275510204,0.1096141581632653,2022/05/13,2022/06/27,2022/08/31,0.3089126275510204,0.0,train
chip_154_422,-90.11722766271627,42.07580828126386,16TBM,50136.0,49561.0,49643.0,0.039859693877551,0.3966039540816326,0.2431441326530612,2022/05/13,2022/06/27,2022/08/31,0.3966039540816326,0.0,train
chip_154_466,-86.53612056282746,41.86258453840029,16TEM,50021.0,50111.0,50176.0,0.0697544642857142,0.0458386479591836,0.0,2022/05/07,2022/06/16,2022/07/21,0.0697544642857142,0.0,train
chip_154_468,-86.3739048544516,41.8505393646949,16TEM,50156.0,49644.0,50167.0,0.0179368622448979,0.275031887755102,0.0179368622448979,2022/05/07,2022/06/16,2022/07/21,0.275031887755102,0.0,train
chip_154_469,-86.29281804314918,41.844440346615855,16TEM,50163.0,50155.0,50121.0,0.0099649234693877,0.021922831632653,0.0338807397959183,2022/05/07,2022/06/16,2022/07/21,0.0338807397959183,0.0,train
chip_154_473,-85.96861375120223,41.81953506732727,16TEM,50063.0,50142.0,50171.0,0.0518176020408163,0.0458386479591836,0.0099649234693877,2022/05/07,2022/06/16,2022/07/21,0.0518176020408163,0.0,train
chip_154_474,-85.88759898687329,41.81318151855462,16TEM,50168.0,50080.0,50115.0,0.0099649234693877,0.0418526785714285,0.0597895408163265,2022/05/07,2022/06/16,2022/07/21,0.0597895408163265,0.0,train
chip_154_476,-85.72561382532916,41.80032184972017,16TFM,49858.0,49997.0,49039.0,0.2411511479591837,0.1275510204081632,1.331313775510204,2022/04/12,2022/06/16,2022/09/14,1.331313775510204,0.0,train
chip_154_478,-85.56368857681463,41.78725885266999,16TFM,47774.0,50038.0,49717.0,2.224170918367347,0.1275510204081632,0.3148915816326531,2022/04/12,2022/06/16,2022/09/14,2.224170918367347,0.0,train
chip_154_480,-85.40182414777514,41.77399264913549,16TFM,49909.0,49836.0,49003.0,0.1056281887755102,0.1415019132653061,1.3372927295918366,2022/04/12,2022/06/16,2022/09/14,1.3372927295918366,0.0,train
chip_154_482,-85.24002144256384,41.76052336258615,16TFM,50176.0,50162.0,50108.0,0.0,0.0159438775510204,0.079719387755102,2022/04/12,2022/06/16,2022/09/14,0.079719387755102,0.0,train
chip_154_484,-85.07828136341293,41.74685111822206,16TFM,50165.0,49980.0,50047.0,0.0119579081632653,0.0677614795918367,0.1315369897959183,2022/04/12,2022/06/16,2022/09/14,0.1315369897959183,0.0,train
chip_154_485,-84.99743508997068,41.73993892645555,16TFM,50175.0,48101.0,49756.0,0.0019929846938775,1.215720663265306,0.3009406887755102,2022/04/12,2022/06/16,2022/09/14,1.215720663265306,0.0,train
chip_154_486,-84.91660481040506,41.7329760429651,16TFM,50176.0,48086.0,49755.0,0.0,1.4708227040816326,0.2909757653061224,2022/04/12,2022/06/16,2022/09/14,1.4708227040816326,0.0,train
chip_154_489,-84.67421105597607,41.71178340401246,16TFM,50175.0,47206.0,49938.0,0.0019929846938775,1.887356505102041,0.372688137755102,2022/04/12,2022/06/16,2022/09/14,1.887356505102041,0.0,train
chip_154_601,-75.75582160838299,40.59906864717641,18TVK,50119.0,44157.0,49362.0,0.0298947704081632,3.5056600765306123,0.5998883928571429,2022/03/16,2022/06/19,2022/08/18,3.5056600765306123,0.0,train
chip_155_254,-103.84953095804842,41.9108770262332,13TEG,49796.0,49950.0,50081.0,0.2570950255102041,0.0956632653061224,0.0837053571428571,2022/03/27,2022/07/25,2022/09/23,0.2570950255102041,0.0,train
chip_155_255,-103.76822139826022,41.91580723887687,13TEG,50174.0,49712.0,50098.0,0.0039859693877551,0.3308354591836734,0.0478316326530612,2022/03/27,2022/07/25,2022/09/23,0.3308354591836734,0.0,train
chip_155_346,-96.33621358306426,42.149024704023965,15TTG,50176.0,50174.0,50172.0,0.0,0.0039859693877551,0.0059789540816326,2022/05/09,2022/07/18,2022/08/02,0.0059789540816326,0.0,train
chip_155_351,-95.92690980010696,42.14944060278631,15TTG,50176.0,50167.0,50171.0,0.0,0.0159438775510204,0.0059789540816326,2022/05/09,2022/07/18,2022/08/02,0.0159438775510204,0.0,train
chip_155_401,-91.83652359912156,42.08246936295912,15TWG,50112.0,49913.0,49878.0,0.0478316326530612,0.0996492346938775,0.1434948979591837,2022/03/27,2022/04/26,2022/06/20,0.1434948979591837,0.0,train
chip_155_402,-91.75482268068065,42.07981227338948,15TWG,50108.0,50170.0,49092.0,0.0518176020408163,0.0059789540816326,1.030373086734694,2022/03/27,2022/04/26,2022/06/20,1.030373086734694,0.0,train
chip_155_408,-91.26475322538072,42.06278660501692,15TXG,50158.0,50155.0,50171.0,0.0159438775510204,0.0298947704081632,0.0099649234693877,2022/06/02,2022/06/27,2022/09/30,0.0298947704081632,0.0,train
chip_155_412,-90.93817861811344,42.050405111988745,15TXG,50175.0,50171.0,50160.0,0.0019929846938775,0.0099649234693877,0.0179368622448979,2022/06/02,2022/06/27,2022/09/30,0.0179368622448979,0.0,train
chip_155_413,-90.85655335828702,42.04718092437505,15TXG,50176.0,50054.0,50176.0,0.0,0.1056281887755102,0.0,2022/06/02,2022/06/27,2022/09/30,0.1056281887755102,0.0,train
chip_155_416,-90.61172363010031,42.037199330068525,15TXG,50176.0,49947.0,50041.0,0.0,0.1116071428571428,0.1056281887755102,2022/06/02,2022/06/27,2022/09/30,0.1116071428571428,0.0,train
chip_155_417,-90.53012946865532,42.03376914800712,16TBM,50174.0,50171.0,50078.0,0.0039859693877551,0.0079719387755102,0.0478316326530612,2022/05/13,2022/06/27,2022/08/31,0.0478316326530612,0.0,train
chip_155_465,-86.62527912352111,41.808760245542096,16TEM,50139.0,50176.0,49965.0,0.0159438775510204,0.0,0.0856983418367346,2022/05/07,2022/06/16,2022/07/21,0.0856983418367346,0.0,train
chip_155_467,-86.46317262149573,41.796827993231645,16TEM,49980.0,50086.0,49945.0,0.0936702806122449,0.0418526785714285,0.1136001275510204,2022/05/07,2022/06/16,2022/07/21,0.1136001275510204,0.0,train
chip_155_468,-86.38214018838876,41.7907854823897,16TEM,50110.0,50176.0,50176.0,0.0318877551020408,0.0,0.0,2022/05/07,2022/06/16,2022/07/21,0.0318877551020408,0.0,train
chip_155_469,-86.30112178621275,41.78469206720657,16TEM,50174.0,50170.0,50166.0,0.0019929846938775,0.0079719387755102,0.0179368622448979,2022/05/07,2022/06/16,2022/07/21,0.0179368622448979,0.0,train
